query,label,paraphrase
شیر دستشویی خراب است رسیدگی کنید.,4,
سطل آشغال در کلاس 101 وجود ندارد.,4,
مهلت تحویل کتاب تا چند روز بعد از امانت گرفتن است؟,3,
سالن های ورزش کجاست؟,2,
چجوری در انجمن علمی رباتیک عضو بشم؟,2,
امتحان درس های معارف کجا برگزار میشه؟,2,
شرط فوق لیسانس بدون آزمون چیه؟,1,
چه جوری برای سفرهای دانشجویی ثبت نام کنم؟,2,
تاریخ شروع امتحانات کی است؟,1,
بهتر است قبل از امتحانات فرجه برای مطالعه داشته باشیم.,4,
چجوری ثبت نام با تاخیر کنم؟,1,
اگر در نظر سنجی شرکت نکنیم چی میشه؟,2,
شرایط حذف ترم بدون سنوات چیه؟,1,
شرایط اخذ معافیت تحصیلی برای مشمولین نظام وظیفه؟,1,
تعداد ترم های مجاز تحصیل چقدره؟,1,
شرایط اخذ سنوات اضافه چیه؟,1,
حداقل تعداد واحد های مجاز برای هر ترم چند تاست؟,1,
حداکثر تعداد واحد های مجاز برای هر ترم چند تاست؟,1,
بخش کتاب های مرجع کتابخانه کجاست؟,3,
تعداد کتاب هایی که می تونم به امانت بگیرم؟,3,
بخش نشریات ادواری کتابخانه کجاست؟ مجلات,3,
جریمه تاخیر کتاب چیست؟,3,
بخش پایان نامه ها و رساله ها ی کتابخانه کجاست؟,3,
قرائت خانه کجاست؟,3,
پروژکتور کلاس 110 خراب است، لطفا رسیدگی بفرمائید.,4,
چه نرم افزار هایی روی کامپیوترهای سایت نصبه؟,3,
شرایط دو رشته ای شدن چیه؟,1,
فاصله دانشکده معارف تا کامیپوتر چقدر است؟,2,
برای هر کلاس تعدادی سیم رابط قرار بدید.,4,
تعداد مایکروویو های دانشکده رو زیاد کنید.,4,
سم پاشی خوابگاه ها چند بار در سال انجام میشه؟,2,
شرایط کارآموزی چیست؟,2,
استاد راهنما هیچ راهنمایی در انتخاب واحد به ما نمیکنه.,4,
شرایط برخورداری از بیمه دانشجویی چیست؟,2,
ظرفیت کلاسها با توجه به تقاضا تعیین شود.,4,
شرایط اخذ وام متاهلین چیست؟,2,
نحوه استفاده از خوابگاه متاهلین چیست؟,2,
شرایط مهمان شدن چیست؟,1,
چه کارهایی به عنوان کار دانشجویی می توانم انجام داد؟,2,
بررسی و غربالگری سلامت دانشجویان به صورت سالانه انجام شود.,4,
ارتباط با صنعت برای کارآموزی توسعه یابد.,4,
دستگاه فروش خودکار بیشتری در لابی و طبقه همکف قرار دهید.,4,
کجا میتونم استراحت کنم؟,2,
شرایط بورس و اپلای چیست؟,2,
لطفا درس های اختیاری بیشتری برای هر گروه آموزشی ارائه شود.,4,
نظرسنجی های انجام شده توسط دانشجویان را تاثیر بدهید.,4,
تعیین نماینده دانشجویی به روش رای گیری در ابتدا انجام شود.,4,
انتخاب سرپرست تیم حل تمرین از دانشجویان مقاطع بالاتر انجام شود.,4,
برخی از صندلی های کلاس ها خرابه، لطفا تعمیر بشه.,4,
لطفا جلساتی با سرگروه های آموزشی جهت پاسخ دهی به سوالات دانشجویان برگزار شود.,4,
به دلیل مجازی بودن دانشگاه کارگاه آموزشی جهت آشنایی با جنبه عملی دروس برگزار کنید.,4,
درس مدرسه تکمیلی به صورت کارآمد و مناسب برای آمادگی کارآموزی ارائه شود.,4,
جلساتی برای آشنایی با حوزه کار گرایش های کارشناسی ارشد برگزار کنید.,4,
پاریس پایتخت کجاست؟,5,
آیا اصفهان در شمال ایران است؟,5,
نحوه تهیه خورش قیمه؟,5,
چگونه نرم افزار فتوشاپ را نصب کنم؟,5,
تفاوت فرش دستبافت و ماشینی چیست؟,5,
آیا در اهواز تا کنون برف باریده است؟,5,
مولانا در چه قرنی زندگی می کرد؟,5,
آیا می توانم استامینوفن بدون نسخه تهیه کنم؟,5,
درآمد معلم ها به طور متوسط چقدر است؟,5,
رئیس جمهور فعلی فرانسه کیست؟,5,
رعایت قرنطینه در دوران کرونا چگونه است؟,5,
معروف ترین غذای ایتالیایی چیه؟,5,
چگونه ویندوز نصب کنیم؟,5,
پر جمعیت ترین کشور دنیا؟,5,
ایران به کدام دریاها راه دارد؟,5,
نوع حکومت انگلستان چیست؟,5,
گز سوغات کدام استان است؟,5,
تخت جمشید در کدوم استانه؟,5,
نتیجه ترکیب رنگ های آبی و قرمز چیه؟,5,
آیا درخت کاج همیشه سبز است؟,5,
برای ثبت نام باید از کدام سایت اقدام کنم؟,1,
نمره هایم را چگونه ببینم؟,1,
درس های ارائه شده این ترم رو میشه بگید؟,1,
اگه توی هشت ترم واحدامو پای نکنم چی میشه؟,1,
رنکمون رو میشه توی دانشکده بدونیم؟,1,
چه شرکت هایی رو برای کار آموزی قبول می کنید؟,1,
بعد از ساعت ناهار و نماز جواب سوالمو می دهید؟,1,
چطوری می تونیم دوره کهاد شرکت کنیم؟,1,
برای دو رشته ای خوندن باید حتما دانشجوی استعداد درخشان باشیم؟,1,
این نام کاربری و رمز گلستان که به من دادین کار نمی کنه، چی کار باید بکنم؟,1,
دانشجو های کارشناسی نباید گرایش انتخاب بکنن؟,1,
ببخشید استاد راهنمای من چه کسی هستند؟,1,
استاد راهنما چه نقشی داره؟,1,
با معدل چند جز دانشجو های استعداد درخشان میشیم؟,1,
چطوری می تونم تغییر رشته بدم؟,1,
تا کی می تونیم کدارمون رو تکمیل کنیم؟,1,
اگه مدارکمون تکمیل نباشه چی میشه؟,1,
توی انتخاب واحد ظرفیت معماری پر شد میشه افزایش ظرفیت بدین؟,1,
مهلت حذف تا کیه؟,1,
انتخاب واحد کیه؟,1,
اگه ارزشیابی اساتید انجام ندیم چی میشه؟,1,
میشه پیش نیازی این درس رو برام همنیاز کنید؟,1,
ریز نمراتم رو چطور باید بگیرم؟,1,
واحدام به حد نصاب نرسیده باید چی کار کنم؟,1,
چطوری باید انصراف بدم؟,1,
درس هایی که توی چارت جدید نیست رو حتما باید این ترم برداریم؟,1,
حذف پزشکی چیه؟,1,
چند تا درس رو می تونم حذف اضطراری بکنم؟,1,
زمان هایی که باید برای ثبت نام حضوری بیایم رو کی بهمون اعلام می کنید؟,1,
ثبت نام همون انتخاب واحده؟,1,
کلا باید توی دوره کارشناسی چند واحد پاس کنیم؟,1,
چارت درسی پیه؟,1,
ترم اول انتخاب واحد داره؟,1,
از دانشکده های دیگه می تونیم درس برداریم؟,1,
چطوری باید از دانشکده های دیگر واجد برداریم؟,1,
واحدام به حد نصاب نرسیده باید چی کار کنم؟,1,
چطوری باید مرخصی بگیرم؟,1,
انتخاب واحد ترم تابستان هم مثل انتخاب واحد های عادیه؟,1,
شهریه ترم تابستان چقدر است؟,1,
ترم تابستان چه درس هایی ارائه می شود؟,1,
آموزش دانشکده کجا است؟,2,
نماز خانه دانشکده کجاست؟,2,
لابی کجاست؟,2,
لابی چه استفاده ای دارد؟,2,
دانشکده زیراکس دارد؟,2,
زیراکس دانشکده کجا است؟,2,
رییس دانشکده چه کسی است؟,2,
اتاق رییس دانشکده کجا است؟,2,
کجا می توانم غذایم را گرم کنم؟,2,
اتاق بازی کجاست؟,2,
کلید در آمفی تئاتر را از چه کسی بگیریم؟,2,
دانشکده بوفه دارد؟,2,
دانشکده تا چه ساعتی باز است؟,2,
دانشکده بنچ شنبه ها باز است؟,2,
آزمایشکاه ها طبقه چند هستند؟,2,
در های پشت دانشکده باز می شوند؟,2,
چطور می توانم در کتابخانه عضو شوم؟,3,
چگونه می توانم کتاب مد نظرم را پیدا کنم؟,3,
چند کتاب می توان امانت بگیرم؟,3,
چگونه می توانم کتاب امانت بگیرم؟,3,
مهلت پس دادن کتاب های امانت گرفته شده چقدر است؟,3,
کتاب خانه په روز هایی باز است؟,3,
چه ساعاتی می توانم از سالن مطالعه استفاده کنم؟,3,
چطور میزان جریمه ای که باید بپردازم را بدانم؟,3,
آیا سایت مخصوص دانشجو های تحصیلات تکمیلی است؟,3,
چه زمان هایی می توانیم از سایت دانشکده استفاده کنیم؟,3,
ظرفیت استفاده از سایت چند نفر است؟,3,
آیا می توانیم پروژه های گروهی را در سایت دانشکده انجام دهیم؟,3,
آیا از دانشکده های دیگر می توانم کتاب قرض کنم؟,3,
سایت کامپیوتر های خاصی دارد؟,3,
کتاب های خاص را می توان امانت بگیرم؟,3,
چرا اساتید امتحانات را در ساعت خارج از زمان کلاس ها برگزار می کنند؟,4,
چرا راه اعتراض به مشکلات دانشکده را نداریم؟,4,
چرا بارم تمرینات بعضی دروس با حجم کاری آن ها تناسب ندارد؟,4,
چرا فضای لابی را از دانشجو ها گرفتید؟,4,
چرا بعضی اساتید بدون توجه به مشکلات آموزش مجاز کلاس های آنلاین را ضبط نمی کنند؟,4,
چرا اساتید بدون برنامه درس را ارائه می دهند و حجم کاری به انتهای ترم موکول می شود؟,4,
چرا دانشکده اقدامی جهت اجرای فرجه امتحانات نمی کند؟,4,
بازگشت به عقب را در امتحانات نبندید,4,
نمرات میانترم را قبل از تاریخ حذف اضطراری اعلام کنید,4,
اساتید به نتایج ارزشیابی اساتید در هر ترم اهمیت بدهند,4,
شورای دانشجویی برای ارتباط با ریسس دانشکده تشکیل شود,4,
وقت غیر معقول برای امتحانات ندهید,4,
ساعت کلاس ها را بعد از مشخص شدن در سامانه گلستان تغییر ندهید,4,
خوبی؟,5,
چه سوال هایی رو می تونی جواب بدی؟,5,
ساعت چنده؟,5,
چطوری توی رشته مهندسی کامپیوتر موفق بشم؟,5,
دانشگاه برف میاد؟,5,
شیب خیابان اصلی دانشگاه خیلی زیاده؟,5,
عباسپور کجاست؟,5,
دانشکده برق با دانشکده ما یک جا هستند؟,5,
از دانشگاه چطور می تونم برم ترمینال؟,5,
آبشار نیاگارا کجاست؟,5,
پایتخت یونان کجاست؟,5,
چرا زمان بین دو ترم در دانشکده ما فقط صرف انجام پروژه ها می شود؟,4,
زمان های امتحانات را طوری بچینید که چند امتحان در یک روز نداشته باشیم,4,
اتاق بازی را دوباره راه اندازی کنید,4,
شرایط دانشجو را درمورد قطعی برق و اینترنت و .. در امتحانات مجازی درک کنید,4,
شرایط حذف پزشکی چیست؟,1,چه کسانی می توانند حذف پزشکی کنند؟
لابی دانشکده کجاست؟,2,لابی کجا می شه؟
آیا کتاب CLRS در کتابخانه موجود است؟,3,کتاب CLRS رو دارید؟
چرا وسط امتحان ها ددلاین فاز یک پروژه می گذارید؟,4,چرا حین امتحانات پایان ترم بخشی از پروژه را می خواید؟
کجا می تونم آب بخورم؟,2,آبخوری کجاست؟
کجا می تونم غذا داغ کنم؟,2,مایکرویو دانشکده کجا است؟
کجا می شه غذای یخچالی رو سپرد؟,2,یخچال دانشکده کجاست؟
می خواهم فرم اشتغال به تحصیل بگیرم.,1,چطور می تونم فرم اشتغال به تحصیل بگیرم؟
چند روز تا شروع فرجه مانده؟,1,چقدر تا شروع فرجه مانده؟
فرجه قبل امتحانات چند روز است؟,1,فرجه این ترم چقدر است؟
آیا برای استفاده از کتابخانه عضویت نیاز است؟,2,برای کتابخونه عضویت نیازه؟
نمره ی درس فیزیک هنوز اعلام نشده.,1,نمره های درس مبانی فیزیک 1 هنوز وارد نشده.
آیا می توانم روی کامپیوتر سایت نرم افزار نصب کنم؟,3,می تونم روی سیستم سایت برنامه نصب کنم؟
رمز وای فای دانشکده چیه؟,2,رمز مودم دانشکده چیست؟
خود پرداز دانشکده کجاست؟,2,کجا می تونم از خود پرداز پول بگیرم؟
چه زمانی معاون آموزشی در دانشکده حضور دارد؟,2,ساعات حضور معاون آموزشی رو می خواستم.
جدول حضور در دانشکده دکتر وحیدی رو می خواستم.,2,چه زمان هایی دکتر وحیدی دانشکده است؟
چطور می تونم چراغ های لابی رو روشن کنم؟,2,چراغ های لابی رو از کجا می شه روشن کرد؟
در اتاق 103 قفل است. آن را باز می کنید؟,2,می شه درب اتاق 103 رو باز کنید؟ چون قفله.
رمز گلستانم را فراموش کرده ام.,1,رمز گلستانم رو یادم رفته.
در گلستان برای من استاد راهنما مشخص نشده.,1,در سامانه گلستان من استاد راهنما ندارم.
نقص مدرک هایم چیست؟,1,چه مدارکی را باید تحویل دهم که هنوز نداده ام؟
چطور می تونم شناسه بهشتی بگیرم؟,1,چطور می شه شناسه بهشتی گرفت؟
دستشویی طبقه اول خراب است.,4,دستشویی طبقه اول خراب شده.
کلاس 105 گچ ندارد.,5,اتاق 105 گچ نداره.
برای کلاس درس ماژیک می خواهم.,5,ماژیک می خوام که ببرم سر کلاس.
آخرین مهلت نظرسنجی اساتید کی است؟,1,تا کی می شه نظرسنجی اساتید رو پر کرد؟
ایمیل بهشتی من کار نمی کند.,1,ایمیل بهشتی من خرابه.
از کجا می تونم غذا رزرو کنم؟,1,از باید غذا رزرو کنم؟
لطفا ترم بعد کلاس ها رو به صورت نیمه حضوری برگزار کنید.,4,خواهشا ترم بعد کلاس ها رو نیمه حضوری کنید.
ساعت استفاده از کتابخانه را می خواستم.,2,چه ساعاتی می شه از کتابخونه استفاده کرد؟
حذف اضطراری من تائید نشده.,1,هنوز حذف اضطراری من رو تائید نکردن.
لطفا درب سالن آمفی تئاتر را باز کنید.,2,در سالن آمفی تئاتر رو باز کنید برامون.
سامانه نمی گذارد انتخاب واحد کنم. مشکل چیست؟,1,مشکل چیه که موقع انتخاب واحد ارور می ده؟
آی دی کانال آموزش دانشکده چیست؟,1,آی دی آموزش دانشکده رو می خواستم.
آیا برای انتخاب واحد پیش رو منع ثبت نام دارم؟,1,برای انتخاب واحد منع که ندارم؟
برای درخواست خروج از کشور باید چگونه اقدام کنم؟,1,چطور می تونم درخواست خروج از کشور بدم؟
کلاس زبان تخصصی در کدام کلاس برگزار می شود؟,2,زبان تخصصی توی کدوم کلاس برگزار می شه؟
چارت انتخاب رشته ورودی 1400 را می خواهم.,1,چارت ورودی 1400 رو نشون بدید.
بازه امتحانات پایان ترم نیمسال دوم تحصیلی 1400 چگونه است؟,1,امتحانات پایان ترم پائیز 1400 کیه؟
کلاس های قبل از عید تا چه زمانی برگزار می شوند؟,1,زمان آخرین کلاس قبل عید چیه؟
می خواهم درخواست دهم تا درس رمزنگاری ارائه شود.,1,می خوام برای ارائه شدن رمزنگاری درخواست بدم.
تا چه ساعتی می توان در دانشکده حضور داشت؟,2,آخرین ساعتی که می شه دانشکده بود کیه؟
آیا برای ورود به دانشکده در روز های جمعه مجاز است؟,2,می شه جمعه ها اومد دانشکده؟
ساعات حضور دکتر شاملی در دفترشان به چه صورت است؟,2,دکتر شاملی چه زمان هایی توی دفترشون هستند؟
یکی از میز های لابی شکسته لطفا آن را تعمیر کنید.,4,یه میز لابی شکسته اگه می شه درستش کنید.
سینک دستشویی برادران طبقه همکف به خوبی آب را خارج نمی کند,4,توی طبقه همکف سینک های دستشویی برادران آب رو خوب خارج نمی کنن.
وسایل اتاق بازی نیاز به تعمیر دارند.,4,بعضی وسایل اتاق بازی باید تعمیر شن.
درب اتاق بازی بسته است.,2,در اتاق بازی رو بستن.
در چه بازه ای دانشجویان حق ورود به دانشکده را ندارند؟,2,می خواهم دانشکده را برای جشن عروسی رزرو کنم.
آیا می توانم سیستم عامل جدید روی کامپیوتر های سایت نصب کنم؟,3,می شه رو سیستم های سایت یه OS جدید نصب کنم؟
سیستم عامل کامپیوتر های سایت چیست؟,3,OS کامپیوتر های سایت چیه؟
تا چه ساعتی می توان از سایت استفاده کرد؟,2,تا کی می شه از سایت استفاده کرد؟
آزمایشگاه شبکه کجاست؟,2,آزمایشگاه شبکه رو پیدا نمی کنم، کجاست؟
کامپیوتر شماره 22 مشکل دارد.,3,کامپیوتر 22 خراب شده.
آخرین ویرایش کتاب هریس که دارید چیست؟,3,جدید ترین ویرایش کتاب هریس که موجوده چیه؟
چه نسخه هایی از کتاب سیستم عامل سیلبرشتز موجود است؟,3,نسخه های موجود از کتاب سیستم عامل سیلبرشتز را می خواهم.
تا چند کتاب را می توانم به صورت همزمان قرض بگیرم؟,3,حداکثر چند کتاب رو می تونم همزمان امانت بگیرم؟
طول بازه امانت گرفتن کتاب چقدر است؟,3,مدتی که می شه کتاب امانت گرفت چقدره؟
اگر کتاب امانت گرفته شده را گم گردم باید چه کنم؟,3,اگه کتابی که قرض گرفتم رو گم کردم باید چیکار کنم؟
می خواهم کتاب هایی که قبلا امانت گرفتم برگردانم.,3,می خواستم کتاب های قبلی که قرض گرفته بودم تحویل بدم.
لیست کتاب های مرتبط به ساختمان داده را می خواهم.,3,کتاب های مرتبط به ساختمان داده را اعلام کنید.
مرا برای اکانت گرفتن روی سرور دانشکده راهنمایی کنید.,3,چطور می تونم روی سرور دانشکده اکانت بگیرم؟
آیا می توان به خاطر امتحانات بازه ی بیشتری کتاب را نگه داشت؟,3,امکانش هست که در بازه امتحانات کتاب را مدت بیشتری نگه داشت؟
به کامپیوتری نیاز دارم که رم بیشتر از 16 گیگابایت داشته باشد.,3,یه سیستم می خوام که بیشتر از 16 گیگ رم داشته باشه.
متاسفانه استاد ها شرایط دانشجو را در پروژه در نظر نمی گیرند.,4,با عرض تاسف استادان اوضاع دانشجو ها رو در پروژه در نظر ندارن.
چرا استاد ها به راحتی می توانند کلاس جبرانی خارج از تایم خودشان برگزار کنند؟,4,استاد ها راحت می تونن در خارج از تایم کلاس خودشون جبرانی برگزار کنن. چرا؟
بهتر است به اتاق بازی ایر هاکی اضافه کنید.,4,خوبه که ایر هاکی بیارید توی اتاق بازی.
لطفا برای اتاق ACM یک میز تهیه کنید.,4,خواهشا برای اتاق ICPC یه میز فراهم کنید.
دستگاه قهوه دانشکده خراب است.,4,ماشین قهوه دانشکده درست کار نمی کنه.
دستگیره اتاق 104 خیلی سخت باز می شود.,4,دستگیره در کلاس 104 خیلی سفته.
مرا به اتاق دکتر قوامی زاده راهنمایی کنید.,2,آدرس اتاق دکتر قوامی زاده را بدهید.
یک شارژر در لابی پیدا کرده ام. آن را کجا بگذارم؟,2,یه شارژر توی لابی جا مونده کجا بذارمش؟
صندوق وسایل پیدا شده کجاست؟,2,وسایل پیدا شده رو کجا می ذارید؟
کاپشنم را در دانشکده گم کرده ام، کجا می توانم آن را پیدا کنم؟,2,کاپشنم رو توی دانشکده گم کردم. کجا می ذارنش؟
از کجا می توانم سه راهی بگیرم؟,2,سه راهی می خوام، از کجا بگیرم؟
پریز های کلاس 002 خرابند.,4,پریز های اتاق 002 درست کار نمی کنن.
پروژکتور کلاس 106 داغ می کند.,4,پروژکتور اتاق 106 خیلی گرم می شه.
تقویم آموزشی دانشکده را می خواستم.,1,تقویم آموزشی دانشکده رو بدهید لطفا.
دکتر شاملی درخواست حذف تک درس مرا تائید نکرده.,1,درخواست حذف تک درس من رو دکتر شاملی تائید نکرده.
آیا می توان استاد راهنما را عوض کرد؟,1,می شه استاد راهنما رو عوض کرد؟
بیشتر صندلی های دانشکده لق اند.,4,پایه اکثر صندلی های دانشکده لق می زند.
آمفی تئاتر کجاست؟,2,آمفی تئاتر کجا می شه؟
اتاق نشریه را کجا می توانم پیدا کنم؟,2,اتاق نشریه کجاست؟
باکس دکتر شمس فرد کجاست؟,2,باکس دکتر شمس فرد رو کجا باید پیدا کنم؟
سر گروه گروه نرم افزار کیه؟,1,رئیس گروه نرم افزار کیست؟
چگونه می توانم یک ترم مرخصی بگیرم؟,1,چطور می توان یک ترم مرخصی گرفت؟
تا چند بار می توان حذف ترم کرد؟,1,حداکثر دفعات حذف ترم چقدر است؟
در امتحان ریز پردازنده غائب شدم. حال چه کنم؟,1,در آزمون درس ریزپردازنده حاضر نشده ام چه باید کنم؟
بار علمی دانشکده چطور است؟,5,سطح علمی دانشکده به چه صورت است؟
اساتید چطور درس می دهند؟,5,وضعیت تدریس اساتید چطوره؟
چند درصد فارغ التحصیلان مقطع کارشناسی معدل بالای 18 دارند؟,5,چه درصدی از فارغ التحصیل کارشناسی ها معدلشون بالای 18 هست؟
چند درصد فارغ التحصیلان مقطع کارشناسی مقطع ارشد را در خارج درس می خوانند؟,5,چه درصد از فارغ تحصیل های کارشناسی اپلای کردن؟
امکانات آزمایشگاهی دانشکده چطور است؟,5,وضعیت دانشکده از لحاظ امکانات آزمایشگاهی چطوره؟
میانگین h-index اساتید دانشکده چقدر است؟,5,متوسط h-index استاد چیه؟
آموزش دانشکده کجاست؟,2,آدرس آموزش دانشکده رو می خوام.
زیراکس کجاست؟,2,زیراکس کجا واقع شده؟
کجا می تونم کپی بگیرم؟,2,کپی می خواستم بگیرم. کجا باید برم؟
میزان رضایت دانشجویان از دانشکده چقدر است؟,5,رضایت دانشجو ها از دانشکده چقدره؟
دانشکده چند نفر ورودی ارشد دارد؟,5,چند نفر در مقطع کارشناسی ارشد ورودی داریم؟
شرایط مهمان شدن در دانشگاه دیگر چیست؟,5,برای اینکه مهمان بشم یه دانشگاه دیگه باید چه شرایطی داشته باشم؟
چطور می توانم انصراف از تحصیل دهم؟,1,چطور می شه از تحصیل انصراف داد؟
بوفه دانشکده کجاست؟,2,بوفه دانشکده رو به من نشون بدید.
مایکرویو دانشکده کجاست؟,2,غذا گرم کن دانشکده کجاست؟
صندوق کمک های اولیه کجاست؟,2,صندوق کمک های اولیه رو کجا گذاشتن؟
لطفا درب حیاط را باز کنید.,2,اگه می شه در حیاط رو باز کنید.
می خواهم با دکتر صفائی دیدار کنم.,2,می خواستم دکتر صفائی رو ببینم.
انجمن های دانشجویی کجا هستند؟,2,انجمن ها کجان؟
شرایط ارشد مستقیم چیست؟,1,برای ارشد مستقیم باید چه شرایطی داشت؟
امتیاز های تحصیل در این دانشکده چیست؟,5,تحصیل توی این دانشکده چه امتیاز هایی داره؟
چطور می توانم امریه بگیرم؟,1,اگه بخوام امریه بگیرم باید چیکار کنم؟
در چه زمینه هایی دانشکده در کشور ممتاز است؟,5,این دانشکده توی چه زمینه هایی توی کشور برتره؟
رنک رشته مهندسی کامپیوتر شهید بشهتی در کشور چیست؟,5,رشته مهندسی کامپیوتر بهشتی چه رتبه ای توی کشور داره؟
آموزش دانشکده برق کجاست؟,2,آموزش برق رو می گید کجاست؟
حال یکی از بچه ها بد شده، او را کجا ببریم؟,2,یکی از دانشجویان حال بدی دارد، او را کجا باید ببریم؟
کف یکی از کلاس ها کثیف شده، مسئول خدمات کجاست؟,2,یکی از کلاس ها کفش کثیف شده، مسئول نظافت دانشکده رو کجا می تونم پیدا کنم؟
کلاس تی ای مبانی کجا برگزار می شود؟,2,تی ای درس مبانی برنامه نویسی کجا برگزار می شه؟
تحویل پروژه دی اس کجاست؟,2,پروژه DS رو کجا تحویل می گیرن؟
شماره ی دکتر جهانیان را می خواستم.,1,تلفن دکتر جهانیان رو به من بدید لطفا.
ایمیل دکتر قوامی زاده را بدهید.,1,پست الکترونیکی دکتر قوامی زاده چیست؟
برای ثبت نام باید کجا برم؟,1,
در چه سامانه ای باید ثبت نام کنم؟,1,
اگر رمز گلستان را فراموش کنم باید چی کار کنم؟,1,
آیا می تونم به صورت مهمان یک درسی رو در اینجا بردارم؟,1,
آیا می تونم یک درسی رو دانشگاه دیگه مهمان بشم؟,1,
شروع کلاس ها چه تاریخی هست؟,1,
پایان کلاس ها کی هست؟,1,
آیا فرجه داریم؟,1,
امتحان ها کی شروع می شوند؟,1,
شروع ترم جدید کی هست؟,1,
پایان امتحانات چه تاریخی است؟,1,
آیا کلاس ها این ترم حضوری می شود؟,1,
انتخاب واحد ترم جدید چه تاریخی است؟,1,
چند واحد می تونم بردارم؟,1,
آخرین مهلت حذف کی است؟,1,
آیا می توان بدون سنوات حذف ترم کنیم؟,1,
نظرسنجی اساتید کی شروع می شود؟,1,
تا کی نظرسنجی اساتید مهلت دارد؟,1,
حذف تک درس تا کی زمان دارد؟,1,
ظرفیت درس هوش مصنوعی زیاد میشه؟,1,
از کجا می توان کارت دانشجویی تهیه کرد؟,2,
آموزش کل کجا قرار دارد؟,2,
آیا می تونم ماشینم رو وارد دانشگاه کنم؟,2,
بوفه ی حقوق کجاست؟,2,
دانشکده ادبیات کجاست؟,2,
دانشکده تا ساعت چند باز است؟,2,
جشن یلدا کی و کجا برگزار می شود؟,2,
حراست کجاست؟,2,
استاد وحیدی رو کجا می تونم پیدا کنم؟,2,
دفتر استاد مهدیانی کدام طبقه قرار دارد؟,2,
خوابگاه کجاست؟,2,
واسه رزرو خوابگاه باید چیکار کنم؟,2,
مسئول مالی آموزش کل چه کسی است؟,2,
ازچه مسیری می شه زود تر به دانشکده ی معماری رسید؟,2,
باشگاه دانشگاه چه ورزش هایی داره؟,2,
برای گرفتن مدارک به کجا باید مراجعه کرد؟,2,
سلف از چه ساعتی تا چه ساعتی باز است؟,2,
دکتر قوامی زاده چه روز هایی در دانشکده حضور دارند؟,2,
کدام در دانشگاه به دانشکده کامپیوتر نزدیک تره؟,2,
سلف کجاعه؟,2,
چجوری می تونم کارت کتابخونه رو بگیرم؟,3,
کتاب فیزیک هالیدی دارین؟,3,
هر کتاب چه مدت میشه دستم باشه؟,3,
می تونیم توی سایت یه کلاس برگزار کنم؟,3,
میشه در سایت چیزی خورد؟,3,
تا کی سایت بازه؟,3,
کامپیوتری که برای سرچ کتاب ها کجاست؟,3,
آخرین ویرایش کتاب clrs چند است؟,3,
بخش خانم های کتابخانه کدام قسمت قرار دارد؟,3,
قفسه ی ریاضایات کجاست؟,3,
برای اهدای کتاب به کجا مراجعه کنم؟,3,
در کدام طبقه کتابخانه می شود کار گروهی انجام داد؟,3,
مسئول تحویل کتاب ها چه کسی است؟,3,
کتاب پترسون کی در کتابخانه موجود می شود؟,3,
آیا ترجمه ی فارسی کتاب مانو را دارید؟,3,
آیا در سایت سه راهی موجود هست؟,3,
آیا میشود میزی در سایت رزرو کرد؟,3,
روز و ساعت کاری کتابخانه به چه صورت است؟,3,
کامپیوتر سایت وی پی ان دارد؟,3,
میتونم نرم افزار ارکد رو روی کامپیوتر سایت نصب کنم؟,3,
چرا لابی دانشکده کامپیوتر را خراب کردید؟,4,
محلی مثل لابی قدیم برای تعامل درسی بین دانشجویان ایجاد کنید,4,
تعداد دستشویی ها را زیاد کنید,4,
فشار درسی را در کلاس های مجازی کمتر کنید,4,
در انتخاب واحد ظرفیت برای درس ها را بیشتر کنید,4,
کلاس ها را حضوری نمی کنید؟,4,
چرا کمد های دانشکده فقط به دانشجویان ارشد تعلق دارد؟,4,
به علت مجازی بودن هنگام انتخاب واحد دسترسی به هیچ مسئولی نداریم.,4,
ویدیو های کلاس ها قایل دانلود نیستند,4,
در کلاس های مجازی با قطعی اینرنت زیادی مواجه می شویم,4,
خوراکی ها بوفه ی دانشکده تنوع کمی دارند,4,
تمارین داده شده در بازه ی امتحانی بدون وجود فرجه به خواندن دانشجو لطمه وارد می کند,4,
چرا زمان بعضی کلاس ها بیشتر از 75 دقیقه است ؟,4,
سطح بعضی امتحانات بیش از اندازه بالاتر از تدریس اساتید است,4,
بازه امتحانات بسیار کم است,4,
لطفا فرجه برای امتحانات قرار دهید,4,
برای طبقه ی همکف تصفیه هوا تعبیه کنید.,4,
لطفا تعداد آبخوری ها را بیشتر کنید,4,
آیا می توان تعداد کلاس ها را افزایش داد؟,4,
ظرفیت آسانسور دانشکده بسیار کم است,4,
بعد از فارغ تحصیلی کجا می توان شروع به کار کرد؟,5,
برای اپلای چه شرکت مهاجرتی خوبی می شناسید؟,5,
کدام دانشگاه ها خارج بیشتر از دانشگاه و رشته ی ما دانشجو قبول می کند؟,5,
کدام شاخه های رشته ی کامپیوتر بازار کار بهتری دارند؟,5,
فیریلنسری کار کردن رو چجوری شروع کنم؟,5,
کدام یک از شاخه های رشته ی کامپیوتر در آمد بالاتری دارد؟,5,
دانشجویان کدام رشته در سال 1398 پذیرش بیشتری در دانشگاه ما داشته اند؟,5,
دانشگاه شهید بهشتی چه رشته هایی در فوق لیسانس ارائه میدهد؟,5,
