id,query,label
2289,چراغ های لابی رو لطفا تعویض کنید,4
2290,غذا گرم کن دانشکده کجاست؟,2
2291,آبسرد کن ها نصفشون خراب اند,4
2292,حراست چس هست؟,5
2293,سیفون بعضی از دستشویی های دانشگاه خراب است.,4
2294,چه دروسی در ترم تابستان ارائه می شود؟,1
2295,ایا کتابخانه کتاب های مجازی نیز دارد؟,3
2296,کتابخانه تا ساعت چند باز است؟,2
2297,کار های چاپی هم سایت انجام میدهد؟,3
2298,جریمه دیرکرد کتابخونه چقدره؟,3
2299,لطفا مهلت نهایی تحویل پروژه ها رو کمی تمدید کنید,4
2300,کلاس های حضوری را هم ضبط کنید,5
2301,مهلت حذف اضطراری تا چه زمانی است؟,1
2302,هییت علمی چه کسانی هستند؟,5
2303,رئیس دانشکده کیست؟,2
2304,کدام در به دانشکده نزدیک تر است؟,5
2305,تعداد طبقات کتابخانه را افزایش دهید,4
2306,تا کی می شه نظرسنجی اساتید رو پر کرد؟,1
2307,زمان بندی کلاس ها خیلی بد است,1
2308,اگه کتاب رو گم کنم چیکار باید بکنم؟,3
2309,خوابگاه دختران کجاست؟,2
2310,چند درصد دانشجو های این دانشکده برای ادامه تحصیل میرن خارج؟,5
2311,ساعت سایت دانشکده خراب است و جلو میرود.,4
2312,روی کامپیوتر سایت اوبونتو نصبه؟,3
2313,باشگاه دانشگاه کجاست؟,2
2314,چه درصدی از فارغ التحصیل کارشناسی ها معدلشون بالای 18 هست؟,5
2315,آیا امکان تمدید مهلت حذف و اضافه هست؟,1
2316,شرکت نوآوری که میگن اومده کجاس ؟,2
2317,رعایت قرنطینه در دوران کرونا چگونه است؟,5
2318,تا کی نظرسنجی اساتید مهلت دارد؟,1
2319,آیا دوره ML ارائه شده در دانشگاه رایگان است؟,2
2320,چطوری باید مرخصی بگیرم؟,1
2321,مهلت ارزشیابی اساتید تا کیه؟,1
2322,درس مدرسه تکمیلی اجباری هست؟,1
2323,هر ترم چند درس عمومی میشود برداشت؟,1
2324,کلاس زبان تخصصی در کدام کلاس برگزار می شود؟,2
2325,بدون کارت دانشجویی میشه کتاب گرفت؟,3
2326,چگونه خوابگاه بگیریم؟,1
2327,آیا امکان امانت یا رزرو کتب به صورت غیرحضوری وجود دارد؟,3
2328,چارت آموزشی داریم آیا ؟,1
2329,چه کسانی می توانند حذف پزشکی کنند؟,1
2330,با رئیس دانشکده چگونه میتوانم صحبت کنم؟,2
2331,اون سگ بزرگه رو تو دانشگاه دیدی؟,5
2332,لطفا برای سلامت روحی دانشجویان یک تدبیری بیاندیشید!,4
2333,آیا پوشش افراد در دانشگاه اهمیت دارد ؟,5
2334,دروس حذف شده نیاز به پرداخت شهریه دارد؟,1
2335,مدارک لازم برای ثبت نام چه می باشد؟,1
2336,روی کامپیوتر ها آفیس نصب شده است؟,3
2337,باکس دکتر شمس فرد رو کجا باید پیدا کنم؟,2
2338,در دستشویی های زیرزمین خراب شدن لطفا تعمیر بشن.,4
2339,معاون آموزشی دانشکده چه کسی است؟,2
2340,امروز غذای سلف چیه؟,5
2341,چرا هوا سرد است؟,5
2342,چرا دانشگاه سرویس رایگان داخلش نیست؟,4
2343,چجوری در انجمن علمی رباتیک عضو بشم؟,2
2344,کتاب های مرتبط به ساختمان داده را اعلام کنید.,3
2345,شرایط پژوهش و فعالیت دانشجویان کارشناسی در کارگاه و ازمایشگاه های اساتید را بیشتر فراهم و اطلاع رسانی کنید لطفا,4
2346,درس فیزیک 2 این ترم ارائه میشه؟,1
2347,فاصله بین دو ترم رو بیشتر کنید,4
2348,ارتفاغ ساختمان دانشکده چقدر است؟,5
2349,برای فارغ التحصیلی بایدحتما مدرسه تکمیلی پاس کنیم؟,1
2350,ساعت چنده؟,5
2351,غیبت در امتحان باعث می شود درس را افتاد؟,1
2352,کمیته پزشکی دانشگاه کجا تشکیل می شود,2
2353,هوا افتابی است یا طوفانی؟,5
2354,آرامگاه شهدای گمنام کجاست؟,2
2355,جایگاه علمی دانشگاه در سطح کشور چگونه است؟,2
2356,کلاس 101 کجاست؟,2
2357,کار پیدا کردی؟,5
2358,چرا لابی دانشکده را بدون همفکری با دانشجویان خراب کردید؟,4
2359,خوابگاه را چطور میتوان گرفت؟,1
2360,یه سیستم می خوام که بیشتر از 16 گیگ رم داشته باشه.,3
2361,ساعت باز بودن دانشکده چند است؟,2
2362,مداد من گم شده.,5
2363,چند ساعت خواب نیاز داره یه دانشجو؟,5
2364,حداکثر دفعات حذف ترم چقدر است؟,1
2365,برای ثبت نام باید کجا برم؟,1
2366,هیچکس یا بهرام ؟,5
2367,دست ما را در انتخاب واحد باز تر بگذارید.,4
2368,رمز اینترنت دانشکده جیه؟,2
2369,گز سوغات کدام استان است؟,5
2370,تمارین داده شده در بازه ی امتحانی بدون وجود فرجه به خواندن دانشجو لطمه وارد می کند,4
2371,چند واحد درس عمومی باید پاس کنم؟,1
2372,شروع کلاس ها چه تاریخی هست؟,1
2373,سلف غذاخوری از چه ساعتی تا چه ساعتی است؟,2
2374,حداقل معدل مشروطی چنده؟,1
2375,نامه از یه شرکت بیاریم دانشگاه مهر میزنه؟,1
2376,چند واحد میتونم تو انتخاب واحد اخذ کنم؟,1
2377,چطوری میتونیم دانشکده زبان چینی را پیدا کنم,2
2378,نمیشود دانشکده را به مکانی بزرگتر منتقل کنیم؟,4
2379,نمرات طی ترم را افزایش دهید!,4
2380,دفتر ریاست دانشکده کجاست,2
2381,اتاق بازی را تعمیر نمیکنید؟,4
2382,برای کمردرد پیش کدام دکتر بروم؟,5
2383,حجم برخی دروس خیلی بالا است.,4
2384,دمای هوا امروز چقدر است؟,5
2385,چند ترم میشه مشروط شد ؟,1
2386,قول داده شده که لابی جدید ساخته شود ولی خبری نیست.,4
2387,میخوام درخت بکارم,5
2388,کجا میتونم معاون آموزشی رو ببینم؟,2
2389,نحوه تهیه خورش قیمه؟,5
2390,سرویس دانشگاه کجاست؟,2
2391,سقف واحد تابستون چند؟,1
2392,چگونه عضو گروه های دانشجویی بشوم؟,5
2393,انجمن علمی کجاس ؟,2
2394,جشن روز دانشکده چه تاریخی برگزار میشود؟,2
2395,سلف کجاست؟,2
2396,میتوانم وسایلم را روی میز بگذارم؟,3
2397,سالن مطالعه مجزا تا چه تایمی باز است؟,3
2398,آدرس دانشگاه چیست؟,2
2399,در صورت انجام ندادن نظرسنجی اساتید چه میشود؟,1
2400,آیا درخت کاج همیشه سبز است؟,5
2401,چند واحد در حذف و اضافه میتوانم حذف کنم؟,1
2402,صندوق کمک های اولیه رو کجا گذاشتن؟,2
2403,سالن آمفی تئاتر کجاس ؟,2
2404,مهلت حذف تکدرس تا چه روزی است؟,1
2405,دکتر قوامی زاده چه روز هایی در دانشکده حضور دارند؟,2
2406,نحوه عضویت در بسیج دانشکده چطور است؟,5
2407,اتوبوس دانشگاه چه ساعتی می رسه؟,2
2408,کتاب های مرجع هم میتوان قرض گرفت؟,3
2409,شرایط اخذ دوره ی کهاد چیست؟,1
2410,چطوری میشه جای دیگه مهمان شد ؟,1
2411,شروع حذف تک درس کیه ؟,1
2412,چرا فرجه ای برای ما در نظر گرفته نشده است؟,4
2413,ایا امکان برداشتن بیش از 24 واحد در صورت لزوم امکان پذیر است؟,1
2414,آیا امکان آوردن حیوان خانگی به دانشگاه وجود دارد ؟,5
2415,واحد به من کم رسیده، امکانش هست ظرفیت اضافه کنید؟,1
2416,استاد اجازه برداشتن این درس رو به من داده,1
2417,مدارکی که برای ثبت,1
2418,سامانه درس افزار مشکل تایم دارد,4
2419,دکتر جهانیان دیر میاد سر کلاس.,4
2420,شرایط برداشتن دوره کهاد چیست؟,1
2421,فردا هم میشه از سیستم ها استفاده کرد؟,3
2422,مدرک فلان استاد چیست؟,2
2423,برنامه امتحانی را از کجا می شود دید؟,1
2424,برای تاخیر تحویل کتاب چقدر جریمه باید بپردازم؟,3
2425,مهلت حذف اضطراری کی هست؟,1
2426,از کجا میتونیم وام دانشجویی بگیریم؟,5
2427,باکس دکتر شمس فرد کجاست؟,2
2428,لابی میخوایم!,4
2429,ریزنمراتم را چگونه میتوانم بگیرم؟,1
2430,شرایط امتحان فلان استاد استرس زیادی به ما وارد میکند,4
2431,کمیته ی انظباطی چه کار میکند؟,5
2432,هیئت علمی دانشکده کامپیوتر کیا هستند؟,2
2433,اتاق 005 کجا غیبش زد؟,2
2434,قیمت هر واحد در ترم تابستان چند است؟,1
2435,گواهی اشتغال به تحصیل میخوام.,2
2436,کدام در دانشگاه ساعت 10 شب باز میمونه؟,2
2437,امتحانات این ترم حضوریه یا مجازی؟,1
2438,آمفی تئاتر همین طبقست؟,2
2439,پریز های اتاق 002 درست کار نمی کنن.,4
2440,شرایط دریافت وام دانشجویی؟,2
2441,آب و هوا امروز چطوره؟,5
2442,ساعت کاری کتابخانه از کی است؟,3
2443,رو کدوم کامپیوتر یه توزیع debian base نصبه ؟,3
2444,انجمن علمی کجاست؟,2
2445,چطور می تونم روی سرور دانشکده اکانت بگیرم؟,3
2446,انتخاب واحد کیه؟,1
2447,چرا باید در دانشگاه تحصیل کنیم؟,5
2448,چگونه میتوانم مدرکم را بگیرم؟,1
2449,تخصیص وام برای کمک هزینه خرید لپ تاپ دانشجویان,4
2450,کتابخونه چقدر ظرفیت داره؟,3
2451,اگه نخوام پول بدم برای آزاد سازی مدرک باید چه کنم ؟,1
2452,خوبی؟,5
2453,این دانشکده از چه سالی تاسیس شده؟,5
2454,شیر دستشویی هارا تعمیر کنید,4
2455,روی انتخاب دستیار آموزشی دقت بیشتری داشته باشید,4
2456,شرایط دانشجو را درمورد قطعی برق و اینترنت و .. در امتحانات مجازی درک کنید,4
2457,من ترم یک هستم کمکم کنید.,1
2458,رییس دانشکده چه کسی است؟,2
2459,ظرفیت کتابخانه چقدره؟,3
2460,سالن بدنسازی دانشگاه کجاست؟,5
2461,استادها وقت شناس نیستند.,4
2462,پروژه ها کل زمان فرجه را از بین می برند,4
2463,فلان استاد مباجث را نمیرساند و اخر ترم مباحث را فشرده درس میدهد.,4
2464,دانشکده فیزیک کجا میشه؟,2
2465,با چه شرایطی میتونم رشته فرعی بردارم؟,1
2466,امروز چندمه؟,5
2467,دروس اختصاصی تابستان هم ارائه میشود؟,1
2468,انتقال بین دو ترم چه شکلیه ؟,1
2469,هزینه ثبت نام و عضویت در کتابخانه دانشگاه چقدر می باشد؟,3
2470,چگونه میتوانم از کمد های مخصوص دانشجویان استفاده کنم؟,2
2471,آیا سایت اسکنر دارد؟,3
2472,اگه مشروط بشیم چی میشه ؟,1
2473,آیا درس هوش مصنوعی توسط استاد دیگری ارائه میشود ؟,1
2474,لیست ریزنمرات دروس ام را میخواهم.,1
2475,پروژکتور کلاس 106 داغ می کند.,4
2476,استادها فکر میکنند دانشجویان فقط دانشجوی آن ها هستند.,4
2477,در ترم بعد چه دروس اختیاری ای ارائه می شوند؟,1
2478,بوفه کحاست؟,2
2479,چه زمان هایی دکتر وحیدی دانشکده است؟,2
2480,برای مهمان شدن در این دانشکده کجا باید برم,2
2481,میزان وام دانشجویی چقدر است؟,5
2482,کد برنامه درسی در سامانه گلستان چند است؟,1
2483,چطور رشته فرعی برداریم؟,1
2484,چرا دیگر نمیتوان درس کارآفرینی را برداشت ؟,1
2485,نمازخانه کجا است ؟,2
2486,آزمایشکاه ها طبقه چند هستند؟,2
2487,دانشگاه شهید بهشتی رتبه جهانیش چنده,5
2488,مهلت حذف تک درس تا کی است؟,1
2489,بهتر نیست امتحان ها حضوری برقرار شود؟,4
2490,کتاب ریز رو کی بیارم؟,3
2491,آموزش کل کجا قرار دارد؟,2
2492,انتخاب واحد تا به زمانی وقت دارد؟,1
2493,انتخاب واحد به ازای هر ورودی کیه ؟,1
2494,کلاس 106 کجاست,2
2495,دفتر دکتر عطارزاده کجا می باشد؟,2
2496,کتابخانه مرکزی کجاست؟,2
2497,کارنامه رو کجای گلستان میتونم ببینم؟,1
2498,اتاق استاد وحیدی کجاست,2
2499,چه شرکت هایی رو برای کار آموزی قبول می کنید؟,1
2500,چگونه می توانم حذف ترم کنم ؟,1
2501,کارت دانشجوییم رو از کجا بگیرم؟,2
2502,شماره تلفن اموزش ما چنده؟,2
2503,برای گذراندن دوره کهاد چه کار هایی لازم است؟,1
2504,درس های سخت افزاری خیلی زیاد بود، خوب شد از چارت حذف شد,4
2505,جشن شب یلدا کجا برگزار میشه؟,2
2506,در چه شرایطی میشه حذف اضطراری کرد؟,1
2507,هر ترم چند درس را می توان حذف اضطراری کرد؟,1
2508,اگر در درس مدرسه تکمیلی پاس نشویم چ میشود؟,1
2509,رییس دانش,2
2510,دانشکده ساعت چند باز میشود؟,2
2511,آخرین مهلت وارد کردن نمرات چه تاریخیه؟,1
2512,کیفیت برگزاری کلاس ها پایین است,4
2513,توقع استادان به نسبت چیزی که یاد میدهند بسیار بالاست,4
2514,تا کی میتونم درس حذف کنم؟,1
2515,طراحی الگوریتم کتابش هست؟,3
2516,تعداد آسانسورها را افزایش دهید,4
2517,کجا می تونم آب بخورم؟,2
2518,تو سایت دانشکده چند تا کامپیوتر هست؟,3
2519,تعداد در های دانشگاه رو زیاد کنید,5
2520,ترم تابستون تا چه سقفی میشه انتخاب واحد کرد؟,1
2521,سیستم گرمایشی اتاق 223 کار نمیکند.,4
2522,چنتا کتاب میتونیم امانت بگیریم؟,3
2523,کیفیت غذا های بوفه کم است.,4
2524,کلاسای طبقه سوم نورگیر خیلی بدی دارند,4
2525,آسانسور خراب است.,4
2526,چرا پروژکتور کلاس 115 کار نمیکند؟,4
2527,سایت دانشکده کجاس.,2
2528,مشکل چیه که موقع انتخاب واحد ارور می ده؟,1
2529,می خواستم کتاب های قبلی که قرض گرفته بودم تحویل بدم.,3
2530,چه زمانی معاون آموزشی در دانشکده حضور دارد؟,2
2531,سقف تعداد واحد در هر ترم چه قدر است؟,1
2532,شرایط ارشد مستقیم چیه؟,1
2533,ترم بعد الکترونیک دیچیتال ارائه میشه؟,1
2534,ماکسیمم زمانی که میتوان کتابی را قرض گرفت چقدر است؟,3
2535,این نزدیکیا فست فود خوب کجا هست؟,5
2536,چندتا کامپیوتر در سایت موجود داریم؟,3
2537,میشه به کتابخانه کتاب اهدا کرد؟,3
2538,زمان امتحانا خیلی کمه!,4
2539,دوستم از یه دانشگاه دیگه میتونه بیاد کتاب امانت بگیره؟,3
2540,لابی دانشکده کجاست؟,2
2541,آیا امکان حذف درس عملی وجود دارد ؟,1
2542,در چه صورتی می توانم ارشد مستقیم بخوانم؟,1
2543,کانال تلگرام انجمن علمی دانشکده,2
2544,آموزش دانشکده کجاست؟,2
2545,حداکثر واحدی که میتوان ترم تابستان برداشت چقدر است؟,1
2546,کلاس های ساعت ۷ونیم و زودتر را لطفا به ساعات ۹ به بعد منتقل کنید.,4
2547,کدوم بوفه غذای خوشمزه تری داره؟,5
2548,کی کلاس ها شروع میشود؟,1
2549,کامپیوتر سایت وی پی ان دارد؟,3
2550,"چند نسخه از کتاب ""فیزیک 2 هالیدی"" دارین؟",3
2551,آیا ترم بعد درس ریاضی مهندسی ارائه می شود؟,1
2552,کلاس تی ای مبانی کجا برگزار می شود؟,2
2553,آخرین چاپ کتاب هوش را دارید؟,3
2554,پیچ ورودی در اصلی خیلی خطرناکه و تصادف ممکنه رخ بده.,4
2555,چرا نظرسنجی اساتید هیچ تاثیری ندارد؟,4
2556,مایع دستشویی ها تمام شده است.,4
2557,مدیر گروه من چه کسی است؟,2
2558,لطفا درسی را بایک استاد ارايه ندهید,4
2559,حداکثر چند واحد می توانم بردارم ؟,1
2560,آیا کیبورد ریزر کیبورد خوبی است؟,5
2561,دانشکده تا ساعت چند بازه؟,2
2562,لابی کجاست؟,2
2563,گرم کن غذا کجاست,2
2564,اردو های دانشجویی برگزار کنید,4
2565,کارآموزی در مجموع باید چند ساعت باشه؟,1
2566,ترم تابستون هزینه داره ؟,1
2567,دانشجوی بومی هم خوابگاه راه میدن؟,2
2568,آموزش دانشکده کجا است؟,2
2569,شنبه چندومه؟,5
2570,قیمت آیفون ۱۳ چند است؟,5
2571,نمازخونه دانشکده کجاست؟,2
2572,سلف دانشگاه کجاست؟,2
2573,حداقل نمره برای عدم مشروطی چقدر است ؟,1
2574,هر کتابو چقدر میتونیم به امانت ببریم؟,3
2575,برای بین دو ترم فاصله ای برای استراحت دانشجویان در نظر بگیرید چون دائم در حال پروژه زدن هستیم.,4
2576,چند کتاب قرض گرفته,3
2577,دربست؟,5
2578,لطفا از دانشجویان عالی رتبه هر ورودی تقدیر شود.,4
2579,از چه طریق باید نهار رزرو کنم؟,2
2580,رکورد دار سرعت با ماشین پیکان چه کسی است؟,5
2581,از سلف راهی به دانشکده هست که شیبش کم باشه؟,2
2582,تا کی سایت بازه؟,3
2583,رنکمون رو میشه توی دانشکده بدونیم؟,1
2584,چرا اینقدر شیب زمین دانشگاه زیاده؟,5
2585,صندلی های دانشکده را بهتر کنید,4
2586,کلاس درس ریاضی۲ کجاست؟,1
2587,دانشکده را ترکیبی از مجازی و حضوری کنید.,4
2588,سلف مرکزی کجاست؟,2
2589,بوفه دانشکده رو به من نشون بدید.,2
2590,آیا پس از حذف و اضافه امکان حذف وجود دارد؟,1
2591,از دانشجویان این دانشکده کسی شاغل هست؟,5
2592,آیا روی سیستم ها فیلترشکن نصبه؟,3
2593,چرا کلاس ها را به صورت ترکیبی(مجازی و حضوری) برگزار نمیکنید؟,4
2594,اتاق ریئس دانشکده کجاست؟,2
2595,نظرسنجی اساتید را انجام ندهم مشکلی پیش می آید؟,1
2596,کتاب های کتابخانه را بروز کنید.,4
2597,ظرفیت استفاده از سایت چند نفر است؟,3
2598,لطفا کلاس ها را حضوری کنید.,4
2599,کلاسهای جهاد دانشگاهی کدومو برم؟,5
2600,پروژکتورا vga میخورن ؟,2
2601,استاد شمس فرد تخصصشون چیه؟,2
2602,چند نفر در مقطع کارشناسی ارشد ورودی داریم؟,5
2603,آیا از در دانشگاه تا دانشکده سرویس وجود دارد؟,2
2604,چند واحد میتوان در هر ترم حذف کرد؟,1
2605,اگر یه درسو بیفتم باید برای دوباره برداشتنش پول بدم؟,1
2606,چند تا درس رو می تونم حذف اضطراری بکنم؟,1
2607,به ازای هر واحد چه مقدار باید پول بدیم تو ترم تابستون,1
2608,چرا قیمت ماشین در حال افزایش است؟,5
2609,میخام سازم رو بیارم دانشگاه.,5
2610,بعضی کامپیوترهای سایت دیگر خراب شده اند.,4
2611,صندوق وسایل پیدا شده کجاست؟,2
2612,لطفا به اساتید بگید برای امتحانات بازگشت به عقب بگذارند.,4
2613,در امتحان ریز پردازنده غائب شدم. حال چه کنم؟,1
2614,چگونه می توان معدل خود را دید؟,1
2615,مدارک نظام وظیفه چی هستند؟,1
2616,مسجد کجاست,5
2617,خوابگاه کجاست؟,5
2618,میشه رو سیستم ها ماشین مجازی نصب کرد؟,3
2619,چگونه می توان پذیرش غیر حضوری گرفت؟,1
2620,وبسایت سامانه سلف چیه ادرسش؟,2
2621,چطور می تونم درخواست خروج از کشور بدم؟,1
2622,چند واحد میتونم بردارم؟,1
2623,آب دستشویی طبقه ی دوم قطعه.,4
2624,از اینجا سلف نزدیکتره یا دانشکده ریاضی؟,5
2625,از کجا باید گواهی اشتغال به تحصیل بگیرم؟,1
2626,چارت انتخاب رشته ورودی 1400 را می خواهم.,1
2627,کارت دانشجویی رو بازطراحی کنین.,4
2628,کلاس ها در فصل زمستان سیستم گرمایشی مناسبی ندارند.,4
2629,میتونیم ماشین بیاریم دانشگاه؟,5
2630,آیا دانشجوها می تونند از پارکینگ استفاده کنند؟,2
2631,با جه نمره ای درس درس را میفتم؟,1
2632,کتابخانه دانشگاه ،رمان هم دارد؟,3
2633,یک کتاب چقدر میتواند پیش من باشد؟,3
2634,آیا استاد صادقی این ترم هم فیزیک2 را رائه میده؟,1
2635,این کتاب را چه کسی برده است؟,3
2636,بزرگترین دانشکده کدومه؟,5
2637,کارت دانشجویی را از کجا میتوان دریافت کرد؟,2
2638,نحوه انتخاب واحد به چه صورت است ؟,1
2639,آسانسور دانشکده همیشه خرابه!,4
2640,مقررات کتابخانه چیه؟,3
2641,چرا اساتید بدون برنامه درس را ارائه می دهند و حجم کاری به انتهای ترم موکول می شود؟,4
2642,چند جلد کتاب دارین؟,3
2643,سایت چه زمانی باز میکند؟,3
2644,شرایط واحد بیشتر گرفتن چیه؟,1
2645,آموزش درست تر جواب دانشجو ها را بدند!,4
2646,چند کتاب می توان امانت بگیرم؟,3
2647,بخوام متلب دانلود کنم ftp سرور داریم یا باید از نت دانلود کنم ؟,3
2648,درسهای کارگاهی خیلی سنگین هستند .,4
2649,استاد راهنما کاری نمیکند؟,4
2650,کدام شاخه های رشته ی کامپیوتر بازار کار بهتری دارند؟,5
2651,کجا باید مدارک تحصیلی رو تحویل بدم؟,1
2652,نمازخانه کجاست؟,2
2653,چگونه میتونم موردی رو به حراست اطلاع بدم؟,5
2654,آیا اگر یک درس رو صفر بشیم اون ترم مشروطه؟,1
2655,کدام چاپ ها از کتاب هالیدی 2 موجود است؟,3
2656,برای ثبت نام باید کجا برم؟,1
2657,چجوری درس بخونم؟,5
2658,درس افزار پایینه.,4
2659,امور خوابگاها کجاست؟,2
2660,راه ارتباطی با اساتید چطور است؟,5
2661,چطور نهار روز فروش خریداری کنم؟,2
2662,چجوری میتونم کمد بگیرم تو دانشگاه,5
2663,کتابخانه دانشگاه کجاس؟,2
2664,چند روز تا شروع فرجه مانده؟,1
2665,تا چند ترم میتونم این درس رو بردارم؟,1
2666,معدل هر ترم را کجا میتوان دید؟,1
2667,نحوه بازیابی رمز عبور گلستان چیست؟,1
2668,حداقل چند واحد باید در ترم داشته باشیم؟,1
2669,کجا دانشگاه میشه فوتبال بازی کرد؟,5
2670,از چه مدارکی باید کپی بگیرم؟,1
2671,مسئول آزمایشگاه رباتیک کیه؟,2
2672,دانشکده چند طبقه دارد؟,2
2673,چرا کمد های دانشکده فقط به دانشجویان ارشد تعلق دارد؟,4
2674,تا کی برای نظرسنجی اساتید وقت هست؟,1
2675,همراه غذا چه نوشیدنی هایی میدهد؟,5
2676,اوبونتو رو میتوانم از اینترانت دانشگاه دانلود کرد؟,3
2677,آیا داشنگاه اردو دارد؟,5
2678,استاد های دروس تخصصی را یکم بهتر کنید,4
2679,چرا وندینگ ماشین خراب است؟,4
2680,سرویس بهداشتی کجای ساختمانه,2
2681,چقدر استاد محمدی خوش اخلاق است,4
2682,بزرگترین کلاس دانشکده کدام کلاس است؟,2
2683,میتونم کتاب هایی که دارم رو به کتابخونه اهدا کنم؟,3
2684,روز های تعطیل دانشکده بازه؟,2
2685,کجا میتونم رییس دانشکده را ببینم؟,2
2686,کلاس 105 گچ ندارد.,5
2687,فضای طبیعی دور دانشکده را بیشتر کنید,4
2688,سایت کامپیوتر های خاصی دارد؟,3
2689,امروز هوا بارانی است یا برفی؟,5
2690,می شه جمعه ها اومد دانشکده؟,2
2691,چطوری بدون انجام ارزشیابی اساتید انتخاب واحد کنم؟,1
2692,کجا می شه غذای یخچالی رو سپرد؟,2
2693,کلاس 112 کجاست؟,2
2694,اعضا کمیته انظباطی چه اشخاصی هستند؟,2
2695,خواهشا برای اتاق ICPC یه میز فراهم کنید.,4
2696,از کجا می,2
2697,المپیادیا برای ثبت نام باید چه کاری انجام بدن؟,1
2698,سالن های ورزشی دانشگاه کجا می باشند؟,2
2699,چی نصبه رو سیستم ها سایت؟,3
2700,رمز گلستان یادم نمیاد.,1
2701,چجوری میشه رفت سلف؟,2
2702,حجم تمرین های استاد مجیدی خیلی زیاد است!,4
2703,کجا می تونم غذا داغ کنم؟,2
2704,محیطی برای سیگار کشیدن دانشجویان قرار دهید,4
2705,دکتر شاملی درخواست حذف تک درس مرا تائید نکرده.,1
2706,ریاضی 1 رو کی ارایه میده؟,1
2707,وسایل آزمایشگاه را از کجا تهیه میکنین؟,1
2708,لطفا فرجه قبل امتحانات را بیشتر کنید,4
2709,کلاس ها تهویه مناسبی ندارند.,4
2710,آموزش دانشکده کامپیوتر کجا است؟,2
2711,برای اهدای کتاب به کجا مراجعه کنم؟,3
2712,کی میتونم معاون آمورشی رو ببینم؟,1
2713,آیا کتابخانه کتابی در زمینه هستان شناسی دارد؟,3
2714,مهلت تحویل کتاب تا چه مدت بعد از به امانت بردن کتاب است؟,3
2715,دانشکده برای مسابقات جهانی هزینه میکنه؟,2
2716,فریلنسر چگونه شوم,5
2717,ارور ۴۰۴,5
2718,زمان کلاس های مجازی بسیار طولانی هستند,4
2719,آیا کلاس ۲۲ طبقه,2
2720,رمزعبور اینترنت دانشکده چیست؟,3
2721,روشنایی اتاق های خوابگاه بسیار ضعیف است,4
2722,شهریه ترم تابستان چقدر است؟,1
2723,درس های باز شده در انتخاب واحد متناسب با چارت نیست.,4
2724,شرایط خوابگاه گرفتن چیه؟,1
2725,لابی دانشکده را چرا کنسل کردید؟,4
2726,آیا بچه های ساکن کرج هم می تونند از خوابگاه استفاده کنند؟,2
2727,به چه کسی باید کتاب کتابخانه را تحویل دهم؟,2
2728,مهلت تحویل کتاب رو مجازی هم میشه تمدید کرد؟,3
2729,در صورت حذف درس در تابستان شهریه برگردانده میشود؟,1
2730,تصادف کردین؟,5
2731,چرا لابی را به این روز انداخته اید؟,4
2732,فشار امتحانات مجازی را کمتر کنید,4
2733,چرا فاصله,4
2734,چرا ظرفیت کلاس ها بسیار کم است؟,4
2735,می خواهم کتاب هایی که قبلا امانت گرفتم برگردانم.,3
2736,کیف هایمان را کجا بگذاریم؟,5
2737,چرا در دفتر آموزش بسته است؟,2
2738,کتابخانه کجاست؟,2
2739,چطور ریکام بگیرم,5
2740,مراحل به امانت گرفتن کتاب به چه نحو است؟,3
2741,امکان برداشتن دو درس پیش نیاز و هم نیاز با هم وجود دارد ؟,1
2742,ایا روی کامپیوتر های سایت ، پایتون نصب است؟,3
2743,بوفه باز است؟,2
2744,اساتید دانشکده را ارزیابی مجدد بفرمایید.,4
2745,دستیارهای آموزشی درس الگوریتم با دانشجو خیلی خوب راه می آیند,4
2746,آیا میتونم نرم افزاری از روی سیتم پاک کنم؟,3
2747,مسابقات دانشکده چیا هستن؟,3
2748,رییس دانشکده کیه؟,2
2749,اومدم کارنامه مهر خورده بگیرم.,1
2750,لینوکس نیاز است؟,3
2751,بهترین دانشگاه برای اپلای کدومه؟,5
2752,زمان امتحانا انقدر کم است که نمیتوان پاسخ داد.,4
2753,کتاب هوش مصنوعی را کجا میتوانم پیدا کنم؟,3
2754,بهتر است زمان فرجه ها بیشتر شود.,4
2755,تا ساعت چند میتونم در دانشکده باشم؟,2
2756,شرایط ارشد مستقیم چیست؟,1
2757,مسیولان آموزش اصلا برخورد مناسبی ندارند.,4
2758,برای انتخاب واحد کجا برم؟,1
2759,تعداد مایکروویو ها را زیاد کنید.,4
2760,مهلت حذف؟,1
2761,بوفه غذای گرم هم داره؟,2
2762,ممنون بابت اینترنت هدیه.,4
2763,ورودی ماشین دانشگاه چطور ممکن است؟,5
2764,آیا استفاده از تعاونی برای همه امکان پذیر است؟,5
2765,تداخل واحد های ارائه شده به شدت زیاده,4
2766,دانشکده روز ها تعطیل رسمی باز است؟,2
2767,چقدر هوا سرده,5
2768,چندتا کتاب همزمان میتوانم امانت بگیرم؟,3
2769,چگونه می توان برای تیم های دانشگاه تست داد؟,5
2770,چگونه می توانم کتاب امانت بگیرم؟,3
2771,کلاس درس معماری کجاست؟,2
2772,کلاس 109 کجاست,2
2773,چجوری به وای فای دانشکده وصل بشم؟,3
2774,نام کاربری من چیست؟,3
2775,چگونه بدون احتساب سنوات ترم را حذف کنم؟,1
2776,برای ملاقات با رییس دانشکده باید چه کرد؟,1
2777,بعد از کارآموزی باید از شرکت نامه بگیرم؟,1
